date_updated,state,start_date,end_date,tot_cases,new_cases,tot_deaths,new_deaths,new_historic_cases,new_historic_deaths
2021-10-21,MO,2021-10-14,2021-10-20,850422,7026,12432,137,0,0
2021-10-28,MO,2021-10-21,2021-10-27,857206,6784,12531,99,0,0
2021-11-04,MO,2021-10-28,2021-11-03,864276,7070,12689,158,0,0
2021-11-11,MO,2021-11-04,2021-11-10,871631,7355,12825,136,0,0
2021-11-18,MO,2021-11-11,2021-11-17,883301,11670,12913,88,0,0
2021-11-25,MO,2021-11-18,2021-11-24,902115,18814,13021,108,0,0
2021-12-02,MO,2021-11-25,2021-12-01,917537,15422,13104,83,0,0
2021-12-09,MO,2021-12-02,2021-12-08,935956,18419,15655,109,0,2442
2021-12-16,MO,2021-12-09,2021-12-15,954483,18527,15828,173,0,0
2021-12-23,MO,2021-12-16,2021-12-22,975089,20606,15999,171,0,0
2021-12-30,MO,2021-12-23,2021-12-29,1004092,29003,16200,201,0,0
2022-01-06,MO,2021-12-30,2022-01-05,1060113,56021,16445,245,0,0
2022-01-13,MO,2022-01-06,2022-01-12,1139909,79796,16751,306,0,0
2022-01-20,MO,2022-01-13,2022-01-19,1224211,84302,17003,252,0,0
2022-01-27,MO,2022-01-20,2022-01-26,1299793,75582,17344,341,0,0
2022-02-03,MO,2022-01-27,2022-02-02,1349306,49513,17807,463,0,0
2022-02-10,MO,2022-02-03,2022-02-09,1371727,22421,18185,378,0,0
2022-02-17,MO,2022-02-10,2022-02-16,1390070,18343,18545,360,0,0
2022-02-24,MO,2022-02-17,2022-02-23,1397871,7801,18651,106,0,0
2022-03-03,MO,2022-02-24,2022-03-02,1403378,5507,19260,609,0,0
2022-03-10,MO,2022-03-03,2022-03-09,1407017,3639,19513,253,0,0
2022-03-17,MO,2022-03-10,2022-03-16,1409783,2766,19847,334,0,0
2022-03-24,MO,2022-03-17,2022-03-23,1412230,2447,20037,190,0,0
2022-03-31,MO,2022-03-24,2022-03-30,1414884,2654,20143,106,0,0
2022-04-07,MO,2022-03-31,2022-04-06,1415772,888,20160,17,0,0
2022-04-14,MO,2022-04-07,2022-04-13,1421974,6202,20329,169,0,0
2022-04-21,MO,2022-04-14,2022-04-20,1424724,2750,20429,100,0,0
2022-04-28,MO,2022-04-21,2022-04-27,1428406,3682,20498,69,0,0
2022-05-05,MO,2022-04-28,2022-05-04,1432769,4363,20547,49,0,0
2022-05-12,MO,2022-05-05,2022-05-11,1438663,5894,20569,22,0,0
2022-05-19,MO,2022-05-12,2022-05-18,1445439,6776,20605,36,0,0
2022-05-26,MO,2022-05-19,2022-05-25,1453063,7624,20635,30,0,0
2022-06-02,MO,2022-05-26,2022-06-01,1462022,8959,20770,135,0,0
2022-06-09,MO,2022-06-02,2022-06-08,1472260,10238,20809,39,0,0
2022-06-16,MO,2022-06-09,2022-06-15,1482768,10508,20823,14,0,0
2022-06-23,MO,2022-06-16,2022-06-22,1493664,10896,20831,8,0,0
2022-06-30,MO,2022-06-23,2022-06-29,1505967,12303,20903,72,0,0
2022-07-07,MO,2022-06-30,2022-07-06,1518494,12527,20956,53,0,0
2022-07-14,MO,2022-07-07,2022-07-13,1532312,13818,20996,40,0,0
2022-07-21,MO,2022-07-14,2022-07-20,1547219,14907,21018,22,0,0
2022-07-28,MO,2022-07-21,2022-07-27,1561699,14480,21080,62,0,0
2022-08-04,MO,2022-07-28,2022-08-03,1575298,13599,21140,60,0,0
2022-08-11,MO,2022-08-04,2022-08-10,1589111,13813,21233,93,0,0
2022-08-18,MO,2022-08-11,2022-08-17,1599758,10647,21298,65,0,0
2022-08-25,MO,2022-08-18,2022-08-24,1609515,9757,21345,47,0,0
2022-09-01,MO,2022-08-25,2022-08-31,1618163,8648,21435,90,0,0
2022-09-08,MO,2022-09-01,2022-09-07,1628079,9916,21500,65,0,0
2022-09-15,MO,2022-09-08,2022-09-14,1637626,9547,21539,39,0,0
2022-09-22,MO,2022-09-15,2022-09-21,1646373,8747,21575,36,0,0
2022-09-29,MO,2022-09-22,2022-09-28,1653468,7095,21606,31,0,0
2022-10-06,MO,2022-09-29,2022-10-05,1659599,6131,21666,60,0,0
2022-10-13,MO,2022-10-06,2022-10-12,1664373,4774,21747,81,0,0
2022-10-20,MO,2022-10-13,2022-10-19,1668033,3660,21775,28,0,0
2022-10-27,MO,2022-10-20,2022-10-26,1673557,5524,21831,56,0,0
2022-11-03,MO,2022-10-27,2022-11-02,1680349,6792,21881,50,0,0
2022-11-10,MO,2022-11-03,2022-11-09,1684433,4084,21927,46,0,0
2022-11-17,MO,2022-11-10,2022-11-16,1689722,5289,21958,31,0,0
2022-11-24,MO,2022-11-17,2022-11-23,1694937,5215,21999,41,0,0
2022-12-01,MO,2022-11-24,2022-11-30,1700815,5878,22035,36,0,0
2022-12-08,MO,2022-12-01,2022-12-07,1708613,7798,22088,53,0,0
2022-12-15,MO,2022-12-08,2022-12-14,1716789,8176,22150,62,0,0
2022-12-22,MO,2022-12-15,2022-12-21,1724955,8166,22207,57,0,0
2022-12-29,MO,2022-12-22,2022-12-28,1732098,7143,22238,31,0,0
2023-01-05,MO,2022-12-29,2023-01-04,1739403,7305,22286,48,0,0
2023-01-12,MO,2023-01-05,2023-01-11,1744530,5127,22420,134,0,0
2020-01-23,MP,2020-01-16,2020-01-22,0,0,0,0,0,0
2020-01-30,MP,2020-01-23,2020-01-29,0,0,0,0,0,0
2020-02-06,MP,2020-01-30,2020-02-05,0,0,0,0,0,0
2020-02-13,MP,2020-02-06,2020-02-12,0,0,0,0,0,0
2020-02-20,MP,2020-02-13,2020-02-19,0,0,0,0,0,0
2020-02-27,MP,2020-02-20,2020-02-26,0,0,0,0,0,0
2020-03-05,MP,2020-02-27,2020-03-04,0,0,0,0,0,0
2020-03-12,MP,2020-03-05,2020-03-11,0,0,0,0,0,0
2020-03-19,MP,2020-03-12,2020-03-18,0,0,0,0,0,0
2020-03-26,MP,2020-03-19,2020-03-25,0,0,0,0,0,0
2020-04-02,MP,2020-03-26,2020-04-01,2,2,0,0,0,0
2020-04-09,MP,2020-04-02,2020-04-08,8,6,2,2,0,0
2020-04-16,MP,2020-04-09,2020-04-15,13,5,2,0,0,0
2020-04-23,MP,2020-04-16,2020-04-22,14,1,2,0,0,0
2020-04-30,MP,2020-04-23,2020-04-29,14,0,2,0,0,0
2020-05-07,MP,2020-04-30,2020-05-06,14,0,2,0,0,0
2020-05-14,MP,2020-05-07,2020-05-13,19,5,2,0,0,0
2020-05-21,MP,2020-05-14,2020-05-20,21,2,2,0,0,0
2020-05-28,MP,2020-05-21,2020-05-27,22,1,2,0,0,0
2020-06-04,MP,2020-05-28,2020-06-03,23,1,2,0,0,0
2020-06-11,MP,2020-06-04,2020-06-10,30,7,2,0,0,0
2020-06-18,MP,2020-06-11,2020-06-17,30,0,2,0,0,0
2020-06-25,MP,2020-06-18,2020-06-24,30,0,2,0,0,0
2020-07-02,MP,2020-06-25,2020-07-01,30,0,2,0,0,0
2020-07-09,MP,2020-07-02,2020-07-08,31,1,2,0,0,0
2020-07-16,MP,2020-07-09,2020-07-15,36,5,2,0,0,0
2020-07-23,MP,2020-07-16,2020-07-22,38,2,2,0,0,0
2020-07-30,MP,2020-07-23,2020-07-29,40,2,2,0,0,0
2020-08-06,MP,2020-07-30,2020-08-05,46,6,2,0,0,0
2020-08-13,MP,2020-08-06,2020-08-12,49,3,2,0,0,0
2020-08-20,MP,2020-08-13,2020-08-19,54,5,2,0,0,0
2020-08-27,MP,2020-08-20,2020-08-26,54,0,2,0,0,0
2020-09-03,MP,2020-08-27,2020-09-02,57,3,2,0,0,0
2020-09-10,MP,2020-09-03,2020-09-09,59,2,2,0,0,0
2020-09-17,MP,2020-09-10,2020-09-16,61,2,2,0,0,0
2020-09-24,MP,2020-09-17,2020-09-23,69,8,2,0,0,0
2020-10-01,MP,2020-09-24,2020-09-30,70,1,2,0,0,0
2020-10-08,MP,2020-10-01,2020-10-07,75,5,2,0,0,0
2020-10-15,MP,2020-10-08,2020-10-14,77,2,2,0,0,0
2020-10-22,MP,2020-10-15,2020-10-21,88,11,2,0,0,0
2020-10-29,MP,2020-10-22,2020-10-28,92,4,2,0,0,0
2020-11-05,MP,2020-10-29,2020-11-04,96,4,2,0,0,0
2020-11-12,MP,2020-11-05,2020-11-11,100,4,2,0,0,0
2020-11-19,MP,2020-11-12,2020-11-18,103,3,2,0,0,0
2020-11-26,MP,2020-11-19,2020-11-25,104,1,2,0,0,0
2020-12-03,MP,2020-11-26,2020-12-02,106,2,2,0,0,0
2020-12-10,MP,2020-12-03,2020-12-09,113,7,2,0,0,0
2020-12-17,MP,2020-12-10,2020-12-16,113,0,2,0,0,0
2020-12-24,MP,2020-12-17,2020-12-23,118,5,2,0,0,0
2020-12-31,MP,2020-12-24,2020-12-30,122,4,2,0,0,0
2021-01-07,MP,2020-12-31,2021-01-06,125,3,2,0,0,0
2021-01-14,MP,2021-01-07,2021-01-13,128,3,2,0,0,0
2021-01-21,MP,2021-01-14,2021-01-20,129,1,2,0,0,0
2021-01-28,MP,2021-01-21,2021-01-27,132,3,2,0,0,0
2021-02-04,MP,2021-01-28,2021-02-03,133,1,2,0,0,0
2021-02-11,MP,2021-02-04,2021-02-10,133,0,2,0,0,0
2021-02-18,MP,2021-02-11,2021-02-17,135,2,2,0,0,0
2021-02-25,MP,2021-02-18,2021-02-24,143,8,2,0,0,0
2021-03-04,MP,2021-02-25,2021-03-03,144,1,2,0,0,0
2021-03-11,MP,2021-03-04,2021-03-10,146,2,2,0,0,0
2021-03-18,MP,2021-03-11,2021-03-17,156,10,2,0,0,0
2021-03-25,MP,2021-03-18,2021-03-24,158,2,2,0,0,0
2021-04-01,MP,2021-03-25,2021-03-31,159,1,2,0,0,0
2021-04-08,MP,2021-04-01,2021-04-07,160,1,2,0,0,0
2021-04-15,MP,2021-04-08,2021-04-14,161,1,2,0,0,0
2021-04-22,MP,2021-04-15,2021-04-21,162,1,2,0,0,0
2021-04-29,MP,2021-04-22,2021-04-28,164,2,2,0,0,0
2021-05-06,MP,2021-04-29,2021-05-05,168,4,2,0,0,0
2021-05-13,MP,2021-05-06,2021-05-12,170,2,2,0,0,0
2021-05-20,MP,2021-05-13,2021-05-19,176,6,2,0,0,0
2021-05-27,MP,2021-05-20,2021-05-26,181,5,2,0,0,0
2021-06-03,MP,2021-05-27,2021-06-02,183,2,2,0,0,0
2021-06-10,MP,2021-06-03,2021-06-09,183,0,2,0,0,0
2021-06-17,MP,2021-06-10,2021-06-16,183,0,2,0,0,0
2021-06-24,MP,2021-06-17,2021-06-23,183,0,2,0,0,0
2021-07-01,MP,2021-06-24,2021-06-30,183,0,2,0,0,0
2021-07-08,MP,2021-07-01,2021-07-07,184,1,2,0,0,0
2021-07-15,MP,2021-07-08,2021-07-14,187,3,2,0,0,0
2021-07-22,MP,2021-07-15,2021-07-21,188,1,2,0,0,0
2021-07-29,MP,2021-07-22,2021-07-28,190,2,2,0,0,0
2021-08-05,MP,2021-07-29,2021-08-04,198,8,2,0,0,0
2021-08-12,MP,2021-08-05,2021-08-11,210,12,2,0,0,0
2021-08-19,MP,2021-08-12,2021-08-18,220,10,2,0,0,0
2021-08-26,MP,2021-08-19,2021-08-25,229,9,2,0,0,0
2021-09-02,MP,2021-08-26,2021-09-01,243,14,2,0,0,0
2021-09-09,MP,2021-09-02,2021-09-08,248,5,2,0,0,0
2021-09-16,MP,2021-09-09,2021-09-15,256,8,2,0,0,0
2021-09-23,MP,2021-09-16,2021-09-22,265,9,2,0,0,0
2021-09-30,MP,2021-09-23,2021-09-29,268,3,2,0,0,0
2021-10-07,MP,2021-09-30,2021-10-06,272,4,2,0,0,0
2021-10-14,MP,2021-10-07,2021-10-13,281,9,3,1,0,0
2021-10-21,MP,2021-10-14,2021-10-20,289,8,3,0,0,0
2021-10-28,MP,2021-10-21,2021-10-27,291,2,3,0,0,0
2021-11-04,MP,2021-10-28,2021-11-03,330,39,3,0,0,0
2021-11-11,MP,2021-11-04,2021-11-10,380,50,3,0,0,0
2021-11-18,MP,2021-11-11,2021-11-17,408,28,3,0,0,0
2021-11-25,MP,2021-11-18,2021-11-24,604,196,3,0,0,0
2021-12-02,MP,2021-11-25,2021-12-01,958,354,3,0,0,0
2021-12-09,MP,2021-12-02,2021-12-08,1182,224,5,2,0,0
2021-12-16,MP,2021-12-09,2021-12-15,2117,935,6,1,0,0
2021-12-23,MP,2021-12-16,2021-12-22,2641,524,8,2,0,0
2021-12-30,MP,2021-12-23,2021-12-29,3085,444,13,5,0,0
2022-01-06,MP,2021-12-30,2022-01-05,3518,433,18,5,0,0
2022-01-13,MP,2022-01-06,2022-01-12,3751,233,20,2,0,0
2022-01-20,MP,2022-01-13,2022-01-19,4118,367,21,1,0,0
2022-01-27,MP,2022-01-20,2022-01-26,4564,446,23,2,0,0
2022-02-03,MP,2022-01-27,2022-02-02,5314,750,23,0,0,0
2022-02-10,MP,2022-02-03,2022-02-09,6784,1470,23,0,0,0
2022-02-17,MP,2022-02-10,2022-02-16,7927,1143,25,2,0,0
2022-02-24,MP,2022-02-17,2022-02-23,9265,1338,27,2,0,0
2022-03-03,MP,2022-02-24,2022-03-02,9922,657,30,3,0,0
2022-03-10,MP,2022-03-03,2022-03-09,10284,362,30,0,0,0
2022-03-17,MP,2022-03-10,2022-03-16,10575,291,31,1,0,0
2022-03-24,MP,2022-03-17,2022-03-23,10985,410,31,0,0,0
2022-03-31,MP,2022-03-24,2022-03-30,11065,80,33,2,0,0
2022-04-07,MP,2022-03-31,2022-04-06,11158,93,33,0,0,0
2022-04-14,MP,2022-04-07,2022-04-13,11203,45,34,1,0,0
2022-04-21,MP,2022-04-14,2022-04-20,11221,18,34,0,0,0
2022-04-28,MP,2022-04-21,2022-04-27,11263,42,34,0,0,0
2022-05-05,MP,2022-04-28,2022-05-04,11281,18,34,0,0,0
2022-05-12,MP,2022-05-05,2022-05-11,11305,24,34,0,0,0
2022-05-19,MP,2022-05-12,2022-05-18,11315,10,34,0,0,0
2022-05-26,MP,2022-05-19,2022-05-25,11333,18,34,0,0,0
2022-06-02,MP,2022-05-26,2022-06-01,11366,33,34,0,0,0
2022-06-09,MP,2022-06-02,2022-06-08,11403,37,34,0,0,0
2022-06-16,MP,2022-06-09,2022-06-15,11482,79,34,0,0,0
2022-06-23,MP,2022-06-16,2022-06-22,11569,87,34,0,0,0
2022-06-30,MP,2022-06-23,2022-06-29,11829,260,35,1,0,0
2022-07-07,MP,2022-06-30,2022-07-06,11829,0,35,0,0,0
2022-07-14,MP,2022-07-07,2022-07-13,12193,364,35,0,0,0
2022-07-21,MP,2022-07-14,2022-07-20,12398,205,35,0,0,0
2022-07-28,MP,2022-07-21,2022-07-27,12573,175,37,2,0,0
2022-08-04,MP,2022-07-28,2022-08-03,12732,159,38,1,0,0
2022-08-11,MP,2022-08-04,2022-08-10,12866,134,39,1,0,0
2022-08-18,MP,2022-08-11,2022-08-17,12948,82,39,0,0,0
2022-08-25,MP,2022-08-18,2022-08-24,13050,102,40,1,0,0
2022-09-01,MP,2022-08-25,2022-08-31,13120,70,40,0,0,0
2022-09-08,MP,2022-09-01,2022-09-07,13147,27,40,0,0,0
2022-09-15,MP,2022-09-08,2022-09-14,13155,8,40,0,0,0
2022-09-22,MP,2022-09-15,2022-09-21,13166,11,40,0,0,0
2022-09-29,MP,2022-09-22,2022-09-28,13171,5,40,0,0,0
2022-10-06,MP,2022-09-29,2022-10-05,13185,14,41,1,0,0
2022-10-13,MP,2022-10-06,2022-10-12,13196,11,41,0,0,0
2022-10-20,MP,2022-10-13,2022-10-19,13202,6,41,0,0,0
2022-10-27,MP,2022-10-20,2022-10-26,13209,7,41,0,0,0
2022-11-03,MP,2022-10-27,2022-11-02,13212,3,41,0,0,0
2022-11-10,MP,2022-11-03,2022-11-09,13219,7,41,0,0,0
2022-11-17,MP,2022-11-10,2022-11-16,13220,1,41,0,0,0
2022-11-24,MP,2022-11-17,2022-11-23,13222,2,41,0,0,0
2022-12-01,MP,2022-11-24,2022-11-30,13227,5,41,0,0,0
2022-12-08,MP,2022-12-01,2022-12-07,13230,3,41,0,0,0
2022-12-15,MP,2022-12-08,2022-12-14,13249,19,41,0,0,0
2022-12-22,MP,2022-12-15,2022-12-21,13279,30,41,0,0,0
2022-12-29,MP,2022-12-22,2022-12-28,13335,56,41,0,0,0
2023-01-05,MP,2022-12-29,2023-01-04,13393,58,41,0,0,0
2023-01-12,MP,2023-01-05,2023-01-11,13430,37,41,0,0,0
2020-01-23,MS,2020-01-16,2020-01-22,0,0,0,0,0,0
2020-01-30,MS,2020-01-23,2020-01-29,0,0,0,0,0,0
2020-02-06,MS,2020-01-30,2020-02-05,0,0,0,0,0,0
2020-02-13,MS,2020-02-06,2020-02-12,0,0,0,0,0,0
2020-02-20,MS,2020-02-13,2020-02-19,0,0,0,0,0,0
2020-02-27,MS,2020-02-20,2020-02-26,0,0,0,0,0,0
2020-03-05,MS,2020-02-27,2020-03-04,0,0,0,0,0,0
2020-03-12,MS,2020-03-05,2020-03-11,0,0,0,0,0,0
2020-03-19,MS,2020-03-12,2020-03-18,34,34,0,0,0,0
2020-03-26,MS,2020-03-19,2020-03-25,377,343,3,3,0,0
2020-04-02,MS,2020-03-26,2020-04-01,1072,695,20,17,0,0
2020-04-09,MS,2020-04-02,2020-04-08,2006,934,66,46,0,0
2020-04-16,MS,2020-04-09,2020-04-15,3360,1354,121,55,0,0
2020-04-23,MS,2020-04-16,2020-04-22,4898,1538,192,71,0,0
2020-04-30,MS,2020-04-23,2020-04-29,6565,1667,250,58,0,0
2020-05-07,MS,2020-04-30,2020-05-06,8426,1861,374,124,0,0
2020-05-14,MS,2020-05-07,2020-05-13,10091,1665,464,90,0,0
2020-05-21,MS,2020-05-14,2020-05-20,11972,1881,570,106,0,0
2020-05-28,MS,2020-05-21,2020-05-27,14050,2078,670,100,0,0
2020-06-04,MS,2020-05-28,2020-06-03,16322,2272,782,112,0,0
2020-06-11,MS,2020-06-04,2020-06-10,18486,2164,868,86,0,0
2020-06-18,MS,2020-06-11,2020-06-17,20635,2149,938,70,0,0
2020-06-25,MS,2020-06-18,2020-06-24,23434,2799,1011,73,0,0
2020-07-02,MS,2020-06-25,2020-07-01,27901,4467,1082,71,0,0
2020-07-09,MS,2020-07-02,2020-07-08,32889,4988,1187,105,0,0
2020-07-16,MS,2020-07-09,2020-07-15,38521,5632,1287,100,0,0
2020-07-23,MS,2020-07-16,2020-07-22,47072,8551,1422,135,0,0
2020-07-30,MS,2020-07-23,2020-07-29,55804,8732,1561,139,0,0
2020-08-06,MS,2020-07-30,2020-08-05,63459,7655,1803,242,0,0
2020-08-13,MS,2020-08-06,2020-08-12,69374,5915,1989,186,0,0
2020-08-20,MS,2020-08-13,2020-08-19,74556,5182,2164,175,0,0
2020-08-27,MS,2020-08-20,2020-08-26,80098,5542,2371,207,0,0
2020-09-03,MS,2020-08-27,2020-09-02,84371,4273,2525,154,0,0
2020-09-10,MS,2020-09-03,2020-09-09,87803,3432,2623,98,0,0
2020-09-17,MS,2020-09-10,2020-09-16,91234,3431,2756,133,0,0
2020-09-24,MS,2020-09-17,2020-09-23,94571,3337,2870,114,0,0
2020-10-01,MS,2020-09-24,2020-09-30,98191,3620,2968,98,0,0
2020-10-08,MS,2020-10-01,2020-10-07,102241,4050,3050,82,0,0
2020-10-15,MS,2020-10-08,2020-10-14,106817,4576,3140,90,0,0
2020-10-22,MS,2020-10-15,2020-10-21,112123,5306,3223,83,0,0
2020-10-29,MS,2020-10-22,2020-10-28,117617,5494,3302,79,0,0
2020-11-05,MS,2020-10-29,2020-11-04,122277,4660,3396,94,0,0
2020-11-12,MS,2020-11-05,2020-11-11,129395,7118,3496,100,0,0
2020-11-19,MS,2020-11-12,2020-11-18,137396,8001,3600,104,0,0
2020-11-26,MS,2020-11-19,2020-11-25,145636,8240,3745,145,0,0
2020-12-03,MS,2020-11-26,2020-12-02,156868,11232,3851,106,0,0
2020-12-10,MS,2020-12-03,2020-12-09,170672,13804,4041,190,0,0
2020-12-17,MS,2020-12-10,2020-12-16,185643,14971,4294,253,0,0
2020-12-24,MS,2020-12-17,2020-12-23,200325,14682,4532,238,0,0
2020-12-31,MS,2020-12-24,2020-12-30,213055,12730,4747,215,0,0
2021-01-07,MS,2020-12-31,2021-01-06,228235,15180,5013,266,0,0
2021-01-14,MS,2021-01-07,2021-01-13,243899,15664,5315,302,0,0
2021-01-21,MS,2021-01-14,2021-01-20,256827,12928,5638,323,0,0
2021-01-28,MS,2021-01-21,2021-01-27,268672,11845,5917,279,0,0
2021-02-04,MS,2021-01-28,2021-02-03,277322,8650,6158,241,0,0
2021-02-11,MS,2021-02-04,2021-02-10,283754,6432,6367,209,0,0
2021-02-18,MS,2021-02-11,2021-02-17,289398,5644,6524,157,0,0
2021-02-25,MS,2021-02-18,2021-02-24,291892,2494,6605,81,0,0
2021-03-04,MS,2021-02-25,2021-03-03,295676,3784,6742,137,0,0
2021-03-11,MS,2021-03-04,2021-03-10,298445,2769,6844,102,0,0
2021-03-18,MS,2021-03-11,2021-03-17,301602,3157,6936,92,0,0
2021-03-25,MS,2021-03-18,2021-03-24,303625,2023,6981,45,0,0
2021-04-01,MS,2021-03-25,2021-03-31,305146,1521,7032,51,0,0
2021-04-08,MS,2021-04-01,2021-04-07,306611,1465,7077,45,0,0
2021-04-15,MS,2021-04-08,2021-04-14,308075,1464,7122,45,0,0
2021-04-22,MS,2021-04-15,2021-04-21,309720,1645,7163,41,0,0
2021-04-29,MS,2021-04-22,2021-04-28,311359,1639,7193,30,0,0
2021-05-06,MS,2021-04-29,2021-05-05,312706,1347,7223,30,0,0
2021-05-13,MS,2021-05-06,2021-05-12,314150,1444,7243,20,0,0
2021-05-20,MS,2021-05-13,2021-05-19,315894,1744,7267,24,0,0
2021-05-27,MS,2021-05-20,2021-05-26,317064,1170,7301,34,0,0
2021-06-03,MS,2021-05-27,2021-06-02,317857,793,7322,21,0,0
2021-06-10,MS,2021-06-03,2021-06-09,318685,828,7347,25,0,0
2021-06-17,MS,2021-06-10,2021-06-16,319512,827,7368,21,0,0
2021-06-24,MS,2021-06-17,2021-06-23,320292,780,7390,22,0,0
2021-07-01,MS,2021-06-24,2021-06-30,321764,1472,7412,22,0,0
2021-07-08,MS,2021-07-01,2021-07-07,323217,1453,7436,24,0,0
2021-07-15,MS,2021-07-08,2021-07-14,325713,2496,7456,20,0,0
2021-07-22,MS,2021-07-15,2021-07-21,330664,4951,7485,29,0,0
2021-07-29,MS,2021-07-22,2021-07-28,339954,9290,7529,44,0,0
2021-08-05,MS,2021-07-29,2021-08-04,352891,12937,7597,68,0,0
2021-08-12,MS,2021-08-05,2021-08-11,371712,18821,7710,113,0,0
2021-08-19,MS,2021-08-12,2021-08-18,396394,24682,7916,206,0,0
2021-08-26,MS,2021-08-19,2021-08-25,420174,23780,8180,264,0,0
2021-09-02,MS,2021-08-26,2021-09-01,439661,19487,8489,309,0,0
2021-09-09,MS,2021-09-02,2021-09-08,455282,15621,8787,298,0,0
2021-09-16,MS,2021-09-09,2021-09-15,468498,13216,9100,313,0,0
2021-09-23,MS,2021-09-16,2021-09-22,479326,10828,9353,253,0,0
2021-09-30,MS,2021-09-23,2021-09-29,487293,7967,9588,235,0,0
2021-10-07,MS,2021-09-30,2021-10-06,492559,5266,9768,180,0,0
2021-10-14,MS,2021-10-07,2021-10-13,496851,4292,9899,131,0,0
2021-10-21,MS,2021-10-14,2021-10-20,500286,3435,9968,69,0,0
2021-10-28,MS,2021-10-21,2021-10-27,503666,3380,10059,91,0,0
2021-11-04,MS,2021-10-28,2021-11-03,505664,1998,10134,75,0,0
2021-11-11,MS,2021-11-04,2021-11-10,507776,2112,10182,48,0,0
2021-11-18,MS,2021-11-11,2021-11-17,509947,2171,10216,34,0,0
2021-11-25,MS,2021-11-18,2021-11-24,512632,2685,10261,45,0,0
2021-12-02,MS,2021-11-25,2021-12-01,514638,2006,10286,25,0,0
2021-12-09,MS,2021-12-02,2021-12-08,517925,3287,10311,25,0,0
2021-12-16,MS,2021-12-09,2021-12-15,520834,2909,10347,36,0,0
2021-12-23,MS,2021-12-16,2021-12-22,525502,4668,10393,46,0,0
2021-12-30,MS,2021-12-23,2021-12-29,538852,13350,10439,46,0,0
2022-01-06,MS,2021-12-30,2022-01-05,572694,33842,10503,64,0,0
2022-01-13,MS,2022-01-06,2022-01-12,608768,36074,10562,59,0,0
2022-01-20,MS,2022-01-13,2022-01-19,665544,56776,10690,128,0,0
2022-01-27,MS,2022-01-20,2022-01-26,705598,40054,10774,84,0,0
2022-02-03,MS,2022-01-27,2022-02-02,737607,32009,11169,395,0,0
2022-02-10,MS,2022-02-03,2022-02-09,772844,35237,11455,286,0,0
2022-02-17,MS,2022-02-10,2022-02-16,783750,10906,11772,317,0,0
2022-02-24,MS,2022-02-17,2022-02-23,787939,4189,11953,181,0,0
2022-03-03,MS,2022-02-24,2022-03-02,790615,2676,12115,162,0,0
2022-03-10,MS,2022-03-03,2022-03-09,792129,1514,12228,113,0,0
2022-03-17,MS,2022-03-10,2022-03-16,793200,1071,12308,80,0,0
2022-03-24,MS,2022-03-17,2022-03-23,793870,670,12369,61,0,0
2022-03-31,MS,2022-03-24,2022-03-30,794427,557,12396,27,0,0
2022-04-07,MS,2022-03-31,2022-04-06,795408,981,12410,14,0,0
2022-04-14,MS,2022-04-07,2022-04-13,796139,731,12420,10,0,0
2022-04-21,MS,2022-04-14,2022-04-20,796645,506,12432,12,0,0
2022-04-28,MS,2022-04-21,2022-04-27,797249,604,12439,7,0,0
2022-05-05,MS,2022-04-28,2022-05-04,798283,1034,12450,11,0,0
2022-05-12,MS,2022-05-05,2022-05-11,800241,1958,12456,6,0,0
2022-05-19,MS,2022-05-12,2022-05-18,803311,3070,12461,5,0,0
2022-05-26,MS,2022-05-19,2022-05-25,805800,2489,12466,5,0,0
2022-06-02,MS,2022-05-26,2022-06-01,808338,2538,12467,1,0,0
2022-06-09,MS,2022-06-02,2022-06-08,813350,5012,12479,12,0,0
2022-06-16,MS,2022-06-09,2022-06-15,818550,5200,12489,10,0,0
2022-06-23,MS,2022-06-16,2022-06-22,825440,6890,12502,13,0,0
2022-06-30,MS,2022-06-23,2022-06-29,832212,6772,12516,14,0,0
2022-07-07,MS,2022-06-30,2022-07-06,839997,7785,12527,11,0,0
2022-07-14,MS,2022-07-07,2022-07-13,852423,12426,12560,33,0,0
2022-07-21,MS,2022-07-14,2022-07-20,862528,10105,12589,29,0,0
2022-07-28,MS,2022-07-21,2022-07-27,872265,9737,12629,40,0,0
2022-08-04,MS,2022-07-28,2022-08-03,880758,8493,12675,46,0,0
2022-08-11,MS,2022-08-04,2022-08-10,889213,8455,12714,39,0,0
2022-08-18,MS,2022-08-11,2022-08-17,897715,8502,12750,36,0,0
2022-08-25,MS,2022-08-18,2022-08-24,904905,7190,12766,16,0,0
2022-09-01,MS,2022-08-25,2022-08-31,913049,8144,12794,28,0,0
2022-09-08,MS,2022-09-01,2022-09-07,918874,5825,12821,27,0,0
2022-09-15,MS,2022-09-08,2022-09-14,922493,3619,12853,32,0,0
2022-09-22,MS,2022-09-15,2022-09-21,925596,3103,12879,26,0,0
2022-09-29,MS,2022-09-22,2022-09-28,927465,1869,12912,33,0,0
2022-10-06,MS,2022-09-29,2022-10-05,929079,1614,12928,16,0,0
2022-10-13,MS,2022-10-06,2022-10-12,930438,1359,12945,17,0,0
2022-10-20,MS,2022-10-13,2022-10-19,931707,1269,12965,20,0,0
2022-10-27,MS,2022-10-20,2022-10-26,933065,1358,12968,3,0,0
2022-11-03,MS,2022-10-27,2022-11-02,934401,1336,12992,24,0,0
