date_updated,state,start_date,end_date,tot_cases,new_cases,tot_deaths,new_deaths,new_historic_cases,new_historic_deaths
2020-01-23,AK,2020-01-16,2020-01-22,0,0,0,0,0,0
2020-01-30,AK,2020-01-23,2020-01-29,0,0,0,0,0,0
2020-02-06,AK,2020-01-30,2020-02-05,0,0,0,0,0,0
2020-02-13,AK,2020-02-06,2020-02-12,0,0,0,0,0,0
2020-02-20,AK,2020-02-13,2020-02-19,0,0,0,0,0,0
2020-02-27,AK,2020-02-20,2020-02-26,0,0,0,0,0,0
2020-03-05,AK,2020-02-27,2020-03-04,0,0,0,0,0,0
2020-03-12,AK,2020-03-05,2020-03-11,0,0,0,0,0,0
2020-03-19,AK,2020-03-12,2020-03-18,11,11,0,0,0,0
2020-03-26,AK,2020-03-19,2020-03-25,63,52,1,1,0,0
2020-04-02,AK,2020-03-26,2020-04-01,149,86,3,2,0,0
2020-04-09,AK,2020-04-02,2020-04-08,235,86,7,4,0,0
2020-04-16,AK,2020-04-09,2020-04-15,300,65,9,2,0,0
2020-04-23,AK,2020-04-16,2020-04-22,337,37,9,0,0,0
2020-04-30,AK,2020-04-23,2020-04-29,355,18,9,0,0,0
2020-05-07,AK,2020-04-30,2020-05-06,374,19,10,1,0,0
2020-05-14,AK,2020-05-07,2020-05-13,389,15,10,0,0,0
2020-05-21,AK,2020-05-14,2020-05-20,404,15,10,0,0,0
2020-05-28,AK,2020-05-21,2020-05-27,427,23,10,0,0,0
2020-06-04,AK,2020-05-28,2020-06-03,518,91,10,0,0,0
2020-06-11,AK,2020-06-04,2020-06-10,616,98,11,1,0,0
2020-06-18,AK,2020-06-11,2020-06-17,713,97,12,1,0,0
2020-06-25,AK,2020-06-18,2020-06-24,821,108,12,0,0,0
2020-07-02,AK,2020-06-25,2020-07-01,1020,199,13,1,0,0
2020-07-09,AK,2020-07-02,2020-07-08,1273,253,16,3,0,0
2020-07-16,AK,2020-07-09,2020-07-15,1694,421,16,0,0,0
2020-07-23,AK,2020-07-16,2020-07-22,2202,508,18,2,0,0
2020-07-30,AK,2020-07-23,2020-07-29,2886,684,21,3,0,0
2020-08-06,AK,2020-07-30,2020-08-05,3487,601,25,4,0,0
2020-08-13,AK,2020-08-06,2020-08-12,3978,491,27,2,0,0
2020-08-20,AK,2020-08-13,2020-08-19,4536,558,29,2,0,0
2020-08-27,AK,2020-08-20,2020-08-26,5001,465,36,7,0,0
2020-09-03,AK,2020-08-27,2020-09-02,5475,474,38,2,0,0
2020-09-10,AK,2020-09-03,2020-09-09,6022,547,41,3,0,0
2020-09-17,AK,2020-09-10,2020-09-16,6551,529,43,2,0,0
2020-09-24,AK,2020-09-17,2020-09-23,7193,642,44,1,0,0
2020-10-01,AK,2020-09-24,2020-09-30,8026,833,55,11,0,0
2020-10-08,AK,2020-10-01,2020-10-07,9046,1020,59,4,0,0
2020-10-15,AK,2020-10-08,2020-10-14,10387,1341,64,5,0,0
2020-10-22,AK,2020-10-15,2020-10-21,11925,1538,68,4,0,0
2020-10-29,AK,2020-10-22,2020-10-28,14539,2614,71,3,0,0
2020-11-05,AK,2020-10-29,2020-11-04,17266,2727,86,15,0,0
2020-11-12,AK,2020-11-05,2020-11-11,20864,3598,98,12,0,0
2020-11-19,AK,2020-11-12,2020-11-18,25180,4316,102,4,0,0
2020-11-26,AK,2020-11-19,2020-11-25,29292,4112,118,16,0,0
2020-12-03,AK,2020-11-26,2020-12-02,33816,4524,123,5,0,0
2020-12-10,AK,2020-12-03,2020-12-09,38438,4622,150,27,0,0
2020-12-17,AK,2020-12-10,2020-12-16,41855,3417,180,30,0,0
2020-12-24,AK,2020-12-17,2020-12-23,44078,2223,196,16,0,0
2020-12-31,AK,2020-12-24,2020-12-30,45802,1724,203,7,0,0
2021-01-07,AK,2020-12-31,2021-01-06,47828,2026,220,17,0,0
2021-01-14,AK,2021-01-07,2021-01-13,49801,1973,226,6,0,0
2021-01-21,AK,2021-01-14,2021-01-20,51178,1377,253,27,0,0
2021-01-28,AK,2021-01-21,2021-01-27,52359,1181,261,8,0,0
2021-02-04,AK,2021-01-28,2021-02-03,53305,946,279,18,0,0
2021-02-11,AK,2021-02-04,2021-02-10,54294,989,280,1,0,0
2021-02-18,AK,2021-02-11,2021-02-17,55101,807,288,8,0,0
2021-02-25,AK,2021-02-18,2021-02-24,55986,885,289,1,0,0
2021-03-04,AK,2021-02-25,2021-03-03,56862,876,301,12,0,0
2021-03-11,AK,2021-03-04,2021-03-10,57772,910,303,2,0,0
2021-03-18,AK,2021-03-11,2021-03-17,58686,914,305,2,0,0
2021-03-25,AK,2021-03-18,2021-03-24,59630,944,310,5,0,0
2021-04-01,AK,2021-03-25,2021-03-31,60816,1186,311,1,0,0
2021-04-08,AK,2021-04-01,2021-04-07,62024,1208,311,0,0,0
2021-04-15,AK,2021-04-08,2021-04-14,63137,1113,312,1,0,0
2021-04-22,AK,2021-04-15,2021-04-21,64283,1146,332,20,0,0
2021-04-29,AK,2021-04-22,2021-04-28,65325,1042,344,12,0,0
2021-05-06,AK,2021-04-29,2021-05-05,66056,731,345,1,0,0
2021-05-13,AK,2021-05-06,2021-05-12,66621,565,350,5,0,0
2021-05-20,AK,2021-05-13,2021-05-19,67074,453,366,16,0,0
2021-05-27,AK,2021-05-20,2021-05-26,67371,297,366,0,0,0
2021-06-03,AK,2021-05-27,2021-06-02,67601,230,366,0,0,0
2021-06-10,AK,2021-06-03,2021-06-09,67786,185,366,0,0,0
2021-06-17,AK,2021-06-10,2021-06-16,67941,155,370,4,0,0
2021-06-24,AK,2021-06-17,2021-06-23,68178,237,371,1,0,0
2021-07-01,AK,2021-06-24,2021-06-30,68435,257,374,3,0,0
2021-07-08,AK,2021-07-01,2021-07-07,68748,313,374,0,0,0
2021-07-15,AK,2021-07-08,2021-07-14,69320,572,378,4,0,0
2021-07-22,AK,2021-07-15,2021-07-21,70519,1199,379,1,0,0
2021-07-29,AK,2021-07-22,2021-07-28,72065,1546,383,4,0,0
2021-08-05,AK,2021-07-29,2021-08-04,73957,1892,390,7,0,0
2021-08-12,AK,2021-08-05,2021-08-11,76069,2112,397,7,0,0
2021-08-19,AK,2021-08-12,2021-08-18,79070,3001,409,12,0,0
2021-08-26,AK,2021-08-19,2021-08-25,82427,3357,435,26,0,0
2021-09-02,AK,2021-08-26,2021-09-01,86078,3651,445,10,0,0
2021-09-09,AK,2021-09-02,2021-09-08,90342,4264,453,8,0,0
2021-09-16,AK,2021-09-09,2021-09-15,95229,4887,465,12,0,0
2021-09-23,AK,2021-09-16,2021-09-22,101487,6258,478,13,0,0
2021-09-30,AK,2021-09-23,2021-09-29,109923,8436,563,85,0,0
2021-10-07,AK,2021-09-30,2021-10-06,115667,5744,581,18,0,0
2021-10-14,AK,2021-10-07,2021-10-13,121844,6177,608,27,0,0
2021-10-21,AK,2021-10-14,2021-10-20,127374,5530,687,79,0,0
2021-10-28,AK,2021-10-21,2021-10-27,131999,4625,712,25,0,0
2021-11-04,AK,2021-10-28,2021-11-03,136133,4134,733,21,0,0
2021-11-11,AK,2021-11-04,2021-11-10,139524,3391,827,94,0,0
2021-11-18,AK,2021-11-11,2021-11-17,142443,2919,838,11,0,0
2021-11-25,AK,2021-11-18,2021-11-24,144792,2349,866,28,0,0
2021-12-02,AK,2021-11-25,2021-12-01,146508,1716,877,11,0,0
2021-12-09,AK,2021-12-02,2021-12-08,148018,1510,882,5,0,0
2021-12-16,AK,2021-12-09,2021-12-15,149237,1219,885,3,0,0
2021-12-23,AK,2021-12-16,2021-12-22,150283,1046,972,87,0,0
2021-12-30,AK,2021-12-23,2021-12-29,152363,2080,974,2,0,0
2022-01-06,AK,2021-12-30,2022-01-05,157886,5523,975,1,0,0
2022-01-13,AK,2022-01-06,2022-01-12,170052,12166,981,6,0,0
2022-01-20,AK,2022-01-13,2022-01-19,185787,15735,1047,66,0,0
2022-01-27,AK,2022-01-20,2022-01-26,202626,16839,1077,30,0,0
2022-02-03,AK,2022-01-27,2022-02-02,216048,13422,1089,12,0,0
2022-02-10,AK,2022-02-03,2022-02-09,224165,8117,1110,21,0,0
2022-02-17,AK,2022-02-10,2022-02-16,228123,3958,1137,27,0,0
2022-02-24,AK,2022-02-17,2022-02-23,230807,2684,1159,22,0,0
2022-03-03,AK,2022-02-24,2022-03-02,232898,2091,1187,28,0,0
2022-03-10,AK,2022-03-03,2022-03-09,235338,2440,1197,10,0,0
2022-03-17,AK,2022-03-10,2022-03-16,236745,1407,1198,1,0,0
2022-03-24,AK,2022-03-17,2022-03-23,238168,1423,1215,17,0,0
2022-03-31,AK,2022-03-24,2022-03-30,239613,1445,1224,9,0,0
2022-04-07,AK,2022-03-31,2022-04-06,240990,1377,1224,0,0,0
2022-04-14,AK,2022-04-07,2022-04-13,242227,1237,1230,6,0,0
2022-04-21,AK,2022-04-14,2022-04-20,243740,1513,1243,13,0,0
2022-04-28,AK,2022-04-21,2022-04-27,245165,1425,1247,4,0,0
2022-05-05,AK,2022-04-28,2022-05-04,246582,1417,1248,1,0,0
2022-05-12,AK,2022-05-05,2022-05-11,248121,1539,1259,11,0,0
2022-05-19,AK,2022-05-12,2022-05-18,249818,1697,1270,11,0,0
2022-05-26,AK,2022-05-19,2022-05-25,251699,1881,1270,0,0,0
2022-06-02,AK,2022-05-26,2022-06-01,253643,1944,1270,0,0,0
2022-06-09,AK,2022-06-02,2022-06-08,255700,2057,1270,0,0,0
2022-06-16,AK,2022-06-09,2022-06-15,257682,1982,1270,0,0,0
2022-06-23,AK,2022-06-16,2022-06-22,259819,2137,1270,0,0,0
2022-06-30,AK,2022-06-23,2022-06-29,262585,2766,1270,0,0,0
2022-07-07,AK,2022-06-30,2022-07-06,264573,1988,1270,0,0,0
2022-07-14,AK,2022-07-07,2022-07-13,266706,2133,1275,5,0,0
2022-07-21,AK,2022-07-14,2022-07-20,269051,2345,1275,0,0,0
2022-07-28,AK,2022-07-21,2022-07-27,271101,2050,1275,0,0,0
2022-08-04,AK,2022-07-28,2022-08-03,273674,2573,1275,0,0,0
2022-08-11,AK,2022-08-04,2022-08-10,275542,1868,1296,21,0,0
2022-08-18,AK,2022-08-11,2022-08-17,277007,1465,1296,0,0,0
2022-08-25,AK,2022-08-18,2022-08-24,278680,1673,1304,8,0,0
2022-09-01,AK,2022-08-25,2022-08-31,279888,1208,1304,0,0,0
2022-09-08,AK,2022-09-01,2022-09-07,280767,879,1304,0,0,0
2022-09-15,AK,2022-09-08,2022-09-14,281717,950,1329,25,0,0
2022-09-22,AK,2022-09-15,2022-09-21,282361,644,1329,0,0,0
2022-09-29,AK,2022-09-22,2022-09-28,282911,550,1329,0,0,0
2022-10-06,AK,2022-09-29,2022-10-05,283548,637,1356,27,0,0
2022-10-13,AK,2022-10-06,2022-10-12,284059,511,1356,0,0,0
2022-10-20,AK,2022-10-13,2022-10-19,284406,347,1356,0,0,0
2022-10-27,AK,2022-10-20,2022-10-26,284785,379,1376,20,0,0
2022-11-03,AK,2022-10-27,2022-11-02,285144,359,1376,0,0,0
2022-11-10,AK,2022-11-03,2022-11-09,285343,199,1376,0,0,0
2022-11-17,AK,2022-11-10,2022-11-16,285733,390,1399,23,0,0
2022-11-24,AK,2022-11-17,2022-11-23,286163,430,1399,0,0,0
2022-12-01,AK,2022-11-24,2022-11-30,286561,398,1399,0,0,0
2022-12-08,AK,2022-12-01,2022-12-07,287057,496,1399,0,0,0
2022-12-15,AK,2022-12-08,2022-12-14,287411,354,1399,0,0,0
2022-12-22,AK,2022-12-15,2022-12-21,287791,380,1418,19,0,0
2022-12-29,AK,2022-12-22,2022-12-28,288124,333,1418,0,0,0
2023-01-05,AK,2022-12-29,2023-01-04,288495,371,1418,0,0,0
2023-01-12,AK,2023-01-05,2023-01-11,288965,470,1418,0,0,0
2020-01-23,AL,2020-01-16,2020-01-22,0,0,0,0,0,0
2020-01-30,AL,2020-01-23,2020-01-29,0,0,0,0,0,0
2020-02-06,AL,2020-01-30,2020-02-05,0,0,0,0,0,0
2020-02-13,AL,2020-02-06,2020-02-12,0,0,0,0,0,0
2020-02-20,AL,2020-02-13,2020-02-19,0,0,0,0,0,0
2020-02-27,AL,2020-02-20,2020-02-26,0,0,0,0,0,0
2020-03-05,AL,2020-02-27,2020-03-04,0,0,0,0,0,0
2020-03-12,AL,2020-03-05,2020-03-11,3,3,0,0,0,0
2020-03-19,AL,2020-03-12,2020-03-18,61,58,0,0,0,0
2020-03-26,AL,2020-03-19,2020-03-25,472,411,1,1,0,0
2020-04-02,AL,2020-03-26,2020-04-01,1175,703,26,25,0,0
2020-04-09,AL,2020-04-02,2020-04-08,2614,1439,65,39,0,0
2020-04-16,AL,2020-04-09,2020-04-15,4307,1693,110,45,0,0
2020-04-23,AL,2020-04-16,2020-04-22,5692,1385,193,83,0,0
2020-04-30,AL,2020-04-23,2020-04-29,6979,1287,255,62,0,0
2020-05-07,AL,2020-04-30,2020-05-06,8769,1790,341,86,0,0
2020-05-14,AL,2020-05-07,2020-05-13,10822,2053,448,107,0,0
2020-05-21,AL,2020-05-14,2020-05-20,13186,2364,522,74,0,0
2020-05-28,AL,2020-05-21,2020-05-27,16263,3077,583,61,0,0
2020-06-04,AL,2020-05-28,2020-06-03,18954,2691,650,67,0,0
2020-06-11,AL,2020-06-04,2020-06-10,22659,3705,742,92,0,0
2020-06-18,AL,2020-06-11,2020-06-17,27941,5282,787,45,0,0
2020-06-25,AL,2020-06-18,2020-06-24,32878,4937,886,99,0,0
2020-07-02,AL,2020-06-25,2020-07-01,39647,6769,974,88,0,0
2020-07-09,AL,2020-07-02,2020-07-08,48149,8502,1058,84,0,0
2020-07-16,AL,2020-07-09,2020-07-15,60194,12045,1210,152,0,0
2020-07-23,AL,2020-07-16,2020-07-22,72594,12400,1364,154,0,0
2020-07-30,AL,2020-07-23,2020-07-29,84652,12058,1539,175,0,0
2020-08-06,AL,2020-07-30,2020-08-05,95323,10671,1694,155,0,0
2020-08-13,AL,2020-08-06,2020-08-12,104219,8896,1879,185,0,0
2020-08-20,AL,2020-08-13,2020-08-19,111696,7477,1942,63,0,0
2020-08-27,AL,2020-08-20,2020-08-26,119904,8208,2043,101,0,0
2020-09-03,AL,2020-08-27,2020-09-02,128240,8336,2211,168,0,0
2020-09-10,AL,2020-09-03,2020-09-09,134061,5821,2281,70,0,0
2020-09-17,AL,2020-09-10,2020-09-16,140423,6362,2386,105,0,0
2020-09-24,AL,2020-09-17,2020-09-23,146897,6474,2465,79,0,0
2020-10-01,AL,2020-09-24,2020-09-30,154772,7875,2530,65,0,0
2020-10-08,AL,2020-10-01,2020-10-07,161085,6313,2602,72,0,0
2020-10-15,AL,2020-10-08,2020-10-14,168620,7535,2706,104,0,0
2020-10-22,AL,2020-10-15,2020-10-21,176605,7985,2826,120,0,0
2020-10-29,AL,2020-10-22,2020-10-28,188775,12170,2909,83,0,0
2020-11-05,AL,2020-10-29,2020-11-04,198927,10152,3003,94,0,0
2020-11-12,AL,2020-11-05,2020-11-11,208637,9710,3198,195,0,0
2020-11-19,AL,2020-11-12,2020-11-18,223488,14851,3343,145,0,0
2020-11-26,AL,2020-11-19,2020-11-25,239318,15830,3528,185,0,0
2020-12-03,AL,2020-11-26,2020-12-02,256828,17510,3708,180,0,0
2020-12-10,AL,2020-12-03,2020-12-09,280187,23359,3982,274,0,0
2020-12-17,AL,2020-12-10,2020-12-16,305640,25453,4196,214,0,0
2020-12-24,AL,2020-12-17,2020-12-23,334569,28929,4585,389,0,0
2020-12-31,AL,2020-12-24,2020-12-30,356820,22251,4774,189,0,0
2021-01-07,AL,2020-12-31,2021-01-06,384185,27365,4987,213,0,0
2021-01-14,AL,2021-01-07,2021-01-13,410996,26811,5752,765,0,0
2021-01-21,AL,2021-01-14,2021-01-20,429655,18659,6281,529,0,0
2021-01-28,AL,2021-01-21,2021-01-27,449087,19432,7169,888,0,0
2021-02-04,AL,2021-01-28,2021-02-03,465061,15974,8201,1032,0,0
2021-02-11,AL,2021-02-04,2021-02-10,476015,10954,8888,687,0,0
2021-02-18,AL,2021-02-11,2021-02-17,483177,7162,9347,459,0,0
2021-02-25,AL,2021-02-18,2021-02-24,490165,6988,9741,394,0,0
2021-03-04,AL,2021-02-25,2021-03-03,497144,6979,10026,285,0,0
2021-03-11,AL,2021-03-04,2021-03-10,501400,4256,10219,193,0,0
2021-03-18,AL,2021-03-11,2021-03-17,509465,8065,10360,141,0,0
2021-03-25,AL,2021-03-18,2021-03-24,512669,3204,10481,121,0,0
2021-04-01,AL,2021-03-25,2021-03-31,515353,2684,10547,66,0,0
2021-04-08,AL,2021-04-01,2021-04-07,517448,2095,10650,103,0,0
2021-04-15,AL,2021-04-08,2021-04-14,520759,3311,10725,75,0,0
2021-04-22,AL,2021-04-15,2021-04-21,524305,3546,10799,74,0,0
2021-04-29,AL,2021-04-22,2021-04-28,527085,2780,10876,77,0,0
2021-05-06,AL,2021-04-29,2021-05-05,529459,2374,10928,52,0,0
2021-05-13,AL,2021-05-06,2021-05-12,531748,2289,10993,65,0,0
2021-05-20,AL,2021-05-13,2021-05-19,540890,9142,11040,47,0,0
2021-05-27,AL,2021-05-20,2021-05-26,542828,1938,11132,92,0,0
2021-06-03,AL,2021-05-27,2021-06-02,544588,1760,11161,29,0,0
2021-06-10,AL,2021-06-03,2021-06-09,546829,2241,11241,80,0,0
2021-06-17,AL,2021-06-10,2021-06-16,548305,1476,11280,39,0,0
2021-06-24,AL,2021-06-17,2021-06-23,549396,1091,11318,38,0,0
2021-07-01,AL,2021-06-24,2021-06-30,550979,1583,11350,32,0,0
2021-07-08,AL,2021-07-01,2021-07-07,552911,1932,11386,36,0,0
2021-07-15,AL,2021-07-08,2021-07-14,556613,3702,11426,40,0,0
2021-07-22,AL,2021-07-15,2021-07-21,563944,7331,11459,33,0,0
2021-07-29,AL,2021-07-22,2021-07-28,577463,13519,11508,49,0,0
2021-08-05,AL,2021-07-29,2021-08-04,595816,18353,11560,52,0,0
2021-08-12,AL,2021-08-05,2021-08-11,619752,23936,11689,129,0,0
2021-08-19,AL,2021-08-12,2021-08-18,645851,26099,11872,183,0,0
2021-08-26,AL,2021-08-19,2021-08-25,665653,19802,12000,128,0,0
2021-09-02,AL,2021-08-26,2021-09-01,704420,38767,12292,292,0,0
2021-09-09,AL,2021-09-02,2021-09-08,732154,27734,12487,195,0,0
2021-09-16,AL,2021-09-09,2021-09-15,757893,25739,12784,297,0,0
2021-09-23,AL,2021-09-16,2021-09-22,778549,20656,13665,881,0,0
2021-09-30,AL,2021-09-23,2021-09-29,794773,16224,14200,535,0,0
2021-10-07,AL,2021-09-30,2021-10-06,804251,9478,14612,412,0,0
2021-10-14,AL,2021-10-07,2021-10-13,810500,6249,14979,367,0,0
2021-10-21,AL,2021-10-14,2021-10-20,815998,5498,15308,329,0,0
2021-10-28,AL,2021-10-21,2021-10-27,828643,12645,15432,124,0,0
2021-11-04,AL,2021-10-28,2021-11-03,833481,4838,15668,236,0,0
2021-11-11,AL,2021-11-04,2021-11-10,837339,3858,15910,242,0,0
2021-11-18,AL,2021-11-11,2021-11-17,840934,3595,16020,110,0,0
2021-11-25,AL,2021-11-18,2021-11-24,844206,3272,16099,79,0,0
2021-12-02,AL,2021-11-25,2021-12-01,846306,2100,16140,41,0,0
2021-12-09,AL,2021-12-02,2021-12-08,850098,3792,16201,61,0,0
2021-12-16,AL,2021-12-09,2021-12-15,854884,4786,16303,102,0,0
2021-12-23,AL,2021-12-16,2021-12-22,861110,6226,16378,75,0,0
2021-12-30,AL,2021-12-23,2021-12-29,880307,19197,16453,75,0,0
2022-01-06,AL,2021-12-30,2022-01-05,932250,51943,16502,49,0,0
2022-01-13,AL,2022-01-06,2022-01-12,1004622,72372,16640,138,0,0
2022-01-20,AL,2022-01-13,2022-01-19,1088370,83748,16756,116,0,0
2022-01-27,AL,2022-01-20,2022-01-26,1161930,73560,16914,158,0,0
2022-02-03,AL,2022-01-27,2022-02-02,1229300,67370,17215,301,0,0
2022-02-10,AL,2022-02-03,2022-02-09,1254032,24732,17452,237,0,0
2022-02-17,AL,2022-02-10,2022-02-16,1267908,13876,17748,296,0,0
2022-02-24,AL,2022-02-17,2022-02-23,1275357,7449,18006,258,0,0
2022-03-03,AL,2022-02-24,2022-03-02,1281606,6249,18334,328,0,0
2022-03-10,AL,2022-03-03,2022-03-09,1287823,6217,18694,360,0,0
2022-03-17,AL,2022-03-10,2022-03-16,1290138,2315,18944,250,0,0
2022-03-24,AL,2022-03-17,2022-03-23,1291927,1789,19167,223,0,0
2022-03-31,AL,2022-03-24,2022-03-30,1295015,3088,19284,117,0,0
2022-04-07,AL,2022-03-31,2022-04-06,1296286,1271,19370,86,0,0
2022-04-14,AL,2022-04-07,2022-04-13,1297392,1106,19440,70,0,0
2022-04-21,AL,2022-04-14,2022-04-20,1298637,1245,19523,83,0,0
2022-04-28,AL,2022-04-21,2022-04-27,1300274,1637,19558,35,0,0
2022-05-05,AL,2022-04-28,2022-05-04,1301804,1530,19590,32,0,0
2022-05-12,AL,2022-05-05,2022-05-11,1303827,2023,19606,16,0,0
2022-05-19,AL,2022-05-12,2022-05-18,1306662,2835,19633,27,0,0
2022-05-26,AL,2022-05-19,2022-05-25,1310521,3859,19651,18,0,0
2022-06-02,AL,2022-05-26,2022-06-01,1315934,5413,19664,13,0,0
2022-06-09,AL,2022-06-02,2022-06-08,1322957,7023,19676,12,0,0
2022-06-16,AL,2022-06-09,2022-06-15,1331452,8495,19696,20,0,0
2022-06-23,AL,2022-06-16,2022-06-22,1342150,10698,19722,26,0,0
2022-06-30,AL,2022-06-23,2022-06-29,1355340,13190,19740,18,0,0
2022-07-07,AL,2022-06-30,2022-07-06,1367570,12230,19766,26,0,0
2022-07-14,AL,2022-07-07,2022-07-13,1384836,17266,19812,46,0,0
2022-07-21,AL,2022-07-14,2022-07-20,1401893,17057,19852,40,0,0
2022-07-28,AL,2022-07-21,2022-07-27,1419075,17182,19890,38,0,0
2022-08-04,AL,2022-07-28,2022-08-03,1424411,5336,19891,1,0,0
2022-08-11,AL,2022-08-04,2022-08-10,1436458,12047,19974,83,0,0
2022-08-18,AL,2022-08-11,2022-08-17,1449812,13354,20026,52,0,0
2022-08-25,AL,2022-08-18,2022-08-24,1463933,14121,20041,15,0,0
2022-09-01,AL,2022-08-25,2022-08-31,1479605,15672,20048,7,0,0
2022-09-08,AL,2022-09-01,2022-09-07,1494300,14695,20160,112,0,0
2022-09-15,AL,2022-09-08,2022-09-14,1504180,9880,20239,79,0,0
2022-09-22,AL,2022-09-15,2022-09-21,1512134,7954,20322,83,0,0
2022-09-29,AL,2022-09-22,2022-09-28,1517904,5770,20395,73,0,0
2022-10-06,AL,2022-09-29,2022-10-05,1522135,4231,20422,27,0,0
2022-10-13,AL,2022-10-06,2022-10-12,1525724,3589,20473,51,0,0
2022-10-20,AL,2022-10-13,2022-10-19,1528739,3015,20505,32,0,0
2022-10-27,AL,2022-10-20,2022-10-26,1531305,2566,20533,28,0,0
2022-11-03,AL,2022-10-27,2022-11-02,1534287,2982,20558,25,0,0
2022-11-10,AL,2022-11-03,2022-11-09,1540329,6042,20608,50,0,0
2022-11-17,AL,2022-11-10,2022-11-16,1542227,1898,20617,9,0,0
2022-11-24,AL,2022-11-17,2022-11-23,1545099,2872,20631,14,0,0
2022-12-01,AL,2022-11-24,2022-11-30,1549285,4186,20652,21,0,0
2022-12-08,AL,2022-12-01,2022-12-07,1555092,5807,20682,30,0,0
2022-12-15,AL,2022-12-08,2022-12-14,1561557,6465,20704,22,0,0
2022-12-22,AL,2022-12-15,2022-12-21,1568934,7377,20737,33,0,0
2022-12-29,AL,2022-12-22,2022-12-28,1573637,4703,20757,20,0,0
2023-01-05,AL,2022-12-29,2023-01-04,1587224,13587,20776,19,0,0
2023-01-12,AL,2023-01-05,2023-01-11,1596149,8925,20820,44,0,0
2020-01-23,AR,2020-01-16,2020-01-22,0,0,0,0,0,0
2020-01-30,AR,2020-01-23,2020-01-29,0,0,0,0,0,0
2020-02-06,AR,2020-01-30,2020-02-05,0,0,0,0,0,0
2020-02-13,AR,2020-02-06,2020-02-12,0,0,0,0,0,0
2020-02-20,AR,2020-02-13,2020-02-19,0,0,0,0,0,0
2020-02-27,AR,2020-02-20,2020-02-26,0,0,0,0,0,0
2020-03-05,AR,2020-02-27,2020-03-04,0,0,0,0,0,0
2020-03-12,AR,2020-03-05,2020-03-11,5,5,0,0,0,0
2020-03-19,AR,2020-03-12,2020-03-18,55,50,3,3,0,0
2020-03-26,AR,2020-03-19,2020-03-25,353,298,19,16,0,0
2020-04-02,AR,2020-03-26,2020-04-01,683,330,31,12,0,0
2020-04-09,AR,2020-04-02,2020-04-08,1154,471,50,19,0,0
2020-04-16,AR,2020-04-09,2020-04-15,1715,561,66,16,0,0
2020-04-23,AR,2020-04-16,2020-04-22,2640,925,100,34,0,0
2020-04-30,AR,2020-04-23,2020-04-29,3217,577,117,17,0,0
2020-05-07,AR,2020-04-30,2020-05-06,3790,573,129,12,0,0
2020-05-14,AR,2020-05-07,2020-05-13,4360,570,151,22,0,0
2020-05-21,AR,2020-05-14,2020-05-20,5411,1051,168,17,0,0
2020-05-28,AR,2020-05-21,2020-05-27,6513,1102,195,27,0,0
2020-06-04,AR,2020-05-28,2020-06-03,8451,1938,242,47,0,0
2020-06-11,AR,2020-06-04,2020-06-10,10972,2521,300,58,0,0
2020-06-18,AR,2020-06-11,2020-06-17,14432,3460,348,48,0,0
2020-06-25,AR,2020-06-18,2020-06-24,18618,4186,424,76,0,0
2020-07-02,AR,2020-06-25,2020-07-01,22815,4197,476,52,0,0
2020-07-09,AR,2020-07-02,2020-07-08,26905,4090,544,68,0,0
2020-07-16,AR,2020-07-09,2020-07-15,32111,5206,621,77,0,0
2020-07-23,AR,2020-07-16,2020-07-22,37169,5058,711,90,0,0
2020-07-30,AR,2020-07-23,2020-07-29,42456,5287,833,122,0,0
2020-08-06,AR,2020-07-30,2020-08-05,47532,5076,931,98,0,0
2020-08-13,AR,2020-08-06,2020-08-12,52140,4608,1018,87,0,0
2020-08-20,AR,2020-08-13,2020-08-19,56356,4216,1106,88,0,0
2020-08-27,AR,2020-08-20,2020-08-26,60157,3801,1197,91,0,0
2020-09-03,AR,2020-08-27,2020-09-02,64647,4490,1271,74,0,0
2020-09-10,AR,2020-09-03,2020-09-09,69292,4645,1370,99,0,0
2020-09-17,AR,2020-09-10,2020-09-16,74371,5079,1571,201,0,0
2020-09-24,AR,2020-09-17,2020-09-23,79703,5332,1700,129,0,0
2020-10-01,AR,2020-09-24,2020-09-30,84694,4991,1830,130,0,0
2020-10-08,AR,2020-10-01,2020-10-07,90101,5407,1981,151,0,0
2020-10-15,AR,2020-10-08,2020-10-14,96581,6480,2137,156,0,0
2020-10-22,AR,2020-10-15,2020-10-21,102864,6283,2273,136,0,0
2020-10-29,AR,2020-10-22,2020-10-28,109852,6988,2459,186,0,0
2020-11-05,AR,2020-10-29,2020-11-04,117899,8047,2628,169,0,0
2020-11-12,AR,2020-11-05,2020-11-11,130028,12129,2879,251,0,0
2020-11-19,AR,2020-11-12,2020-11-18,142350,12322,3106,227,0,0
2020-11-26,AR,2020-11-19,2020-11-25,155475,13125,3325,219,0,0
2020-12-03,AR,2020-11-26,2020-12-02,167577,12102,3591,266,0,0
2020-12-10,AR,2020-12-03,2020-12-09,182184,14607,3823,232,0,0
2020-12-17,AR,2020-12-10,2020-12-16,197762,15578,4057,234,0,0
2020-12-24,AR,2020-12-17,2020-12-23,215307,17545,4352,295,0,0
2020-12-31,AR,2020-12-24,2020-12-30,232343,17036,4654,302,0,0
2021-01-07,AR,2020-12-31,2021-01-06,252497,20154,4971,317,0,0
